Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Developer,Titre FR,Titre EN,Console,Année,ESRB,IDBNF,description
Action,Square Enix,0.38,0.4,0.01,0.08,0.87,United Front Games,Sleeping Dogs,Sleeping Dogs,XBox360,2012,Mature 17+,16691101,Jeu d'action ; jeu d'aventure. - La version sortie en 2014 est reconstruite et remasteurisée et comprend tous les contenus téléchargeables préalablement disponibles
Action,Square Enix,0.45,0.92,0.06,0.32,1.75,Avalanche Studios,Just Cause 2,Just Cause 2,PS3,2010,Mature 17+,16690342,Jeu d'action ; jeu d'aventure
Action,Square Enix,0.59,0.83,0.02,0.17,1.6,Avalanche Studios,Just Cause 2,Just Cause 2,XBox360,2010,Mature 17+,16690342,Jeu d'action ; jeu d'aventure
Action,Square Enix,0.59,1.05,0.07,0.44,2.14,Io Interactive,Hitman: Absolution,Hitman: Absolution,PS3,2012,Mature 17+,16694841,Jeu d'action ; jeu d'aventure
Action,Square Enix,0.68,0.88,0.01,0.17,1.73,Io Interactive,Hitman: Absolution,Hitman: Absolution,XBox360,2012,Mature 17+,16694841,Jeu d'action ; jeu d'aventure
Action,THQ,0.01,0.0,0.0,0.0,0.02,Vigil Games,Darksiders,Darksiders,PS3,2010,Mature 17+,16657144,Jeu d'action ; jeu d'aventure
Action,THQ,0.06,0.02,0.0,0.0,0.08,Cranky Pants Games,Evil Dead: Regeneration,Evil Dead: Regeneration,XBox,2005,Mature 17+,16674345,"Jeu d'action ; jeu d'aventure. - Inspiré de la série cinématographique ""The evil dead"""
Action,THQ,0.09,0.32,0.0,0.1,0.51,Heavy Iron Studios,Ratatouille,Ratatouille,PS3,2007,Everyone,16611872,Jeu d'action
Action,THQ,0.1,0.08,0.0,0.03,0.21,Cranky Pants Games,Evil Dead: Regeneration,Evil Dead: Regeneration,PS2,2005,Mature 17+,16674345,"Jeu d'action ; jeu d'aventure. - Inspiré de la série cinématographique ""The evil dead"""
Action,THQ,0.11,0.02,0.0,0.01,0.15,THQ,WWE '13,WWE '13,Wii,2012,Teen,16688376,"Jeu d'action. - Inspiré des émissions de catch produites par la société ""World wrestling entertainment"""
Action,THQ,0.11,0.05,0.0,0.03,0.19,THQ,Marvel Super Hero Squad: Comic Combat,Marvel Super Hero Squad: Comic Combat,PS3,2011,Everyone 10+,16576337,Jeu d'action. - Inspiré des personnages des bandes dessinées Marvel
Action,THQ,0.12,0.02,0.0,0.01,0.15,THQ,Marvel Super Hero Squad: The Infinity Gauntlet,Marvel Super Hero Squad: The Infinity Gauntlet,XBox360,2010,Everyone 10+,16562632,Jeu d'action. - Inspiré des personnages des bandes dessinées Marvel
Action,THQ,0.12,0.03,0.0,0.02,0.17,THQ,Marvel Super Hero Squad: The Infinity Gauntlet,Marvel Super Hero Squad: The Infinity Gauntlet,PS3,2010,Everyone 10+,16562632,Jeu d'action. - Inspiré des personnages des bandes dessinées Marvel
Action,THQ,0.13,0.04,0.0,0.01,0.18,THQ,Marvel Super Hero Squad: Comic Combat,Marvel Super Hero Squad: Comic Combat,XBox360,2011,Everyone 10+,16576337,Jeu d'action. - Inspiré des personnages des bandes dessinées Marvel
Action,THQ,0.14,0.03,0.0,0.01,0.18,THQ,Marvel Super Hero Squad: Comic Combat,Marvel Super Hero Squad: Comic Combat,Wii,2011,Everyone 10+,16576337,Jeu d'action. - Inspiré des personnages des bandes dessinées Marvel
Action,THQ,0.18,0.02,0.0,0.01,0.21,Game Machine Studios,Barbie: Groom and Glam Pups,Barbie: Groom and Glam Pups,Wii,2010,Everyone,16945494,Jeu de simulation de vie. - Inspiré de l'univers des poupées Mattel
Action,THQ,0.21,0.04,0.0,0.02,0.26,THQ,Marvel Super Hero Squad: The Infinity Gauntlet,Marvel Super Hero Squad: The Infinity Gauntlet,Wii,2010,Everyone 10+,16562632,Jeu d'action. - Inspiré des personnages des bandes dessinées Marvel
Action,THQ,0.23,0.02,0.0,0.02,0.27,Heavy Iron Studios,Ratatouille,Ratatouille,XBox360,2007,Everyone,16611872,Jeu d'action
Action,THQ,0.24,0.19,0.0,0.06,0.5,THQ,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PS2,2004,Everyone,17100265,"Jeu d'action ; jeu d'aventure. - Adapté du dessin animé ""Jimmy Neutron. Attack of the twonkies"" de Keith Alcorn, 2005"
Action,THQ,0.31,0.0,0.0,0.53,0.85,Asobo Studio,Ratatouille,Ratatouille,PS2,2007,Everyone,16611872,Jeu d'action
Action,THQ,0.35,0.27,0.0,0.09,0.71,Pacific Coast Power & Light,Power Rangers Dino Thunder,Power Rangers Dino Thunder,PS2,2004,Everyone,16951743,"Jeu d'action. - Adapté de la série télévisée ""Power rangers"""
Action,THQ,0.35,0.35,0.01,0.14,0.84,Vigil Games,Darksiders II,Darksiders II,PS3,2012,Mature 17+,16657145,Jeu d'action ; jeu d'aventure
Action,THQ,0.36,0.01,0.0,0.06,0.44,THQ,SpongeBob's Atlantis SquarePantis,SpongeBob's Atlantis SquarePantis,PS2,2007,Everyone,16914198,Jeu d'action
Action,THQ,0.43,0.03,0.0,0.04,0.5,Asobo Studio,Ratatouille,Ratatouille,Wii,2007,Everyone,16611872,Jeu d'action
Action,THQ,0.45,0.27,0.0,0.07,0.79,Vigil Games,Darksiders II,Darksiders II,XBox360,2012,Mature 17+,16657145,Jeu d'action ; jeu d'aventure
Action,THQ,0.51,0.6,0.0,0.25,1.35,THQ,WWE '13,WWE '13,PS3,2012,Teen,16688376,"Jeu d'action. - Inspiré des émissions de catch produites par la société ""World wrestling entertainment"""
Action,THQ,0.56,0.0,0.0,0.04,0.61,THQ,SpongeBob's Atlantis SquarePantis,SpongeBob's Atlantis SquarePantis,Wii,2007,Everyone,16914198,Jeu d'action
Action,THQ,0.67,0.28,0.01,0.1,1.06,Vigil Games,Darksiders,Darksiders,XBox360,2010,Mature 17+,16657144,Jeu d'action ; jeu d'aventure
Action,THQ,0.72,0.44,0.0,0.11,1.27,"THQ, Yuke's",WWE '13,WWE '13,XBox360,2012,Teen,16688376,"Jeu d'action. - Inspiré des émissions de catch produites par la société ""World wrestling entertainment"""
Action,THQ,0.86,1.04,0.18,0.38,2.47,Volition Inc.,Saints Row: The Third,Saints Row: The Third,PS3,2011,Mature 17+,16574713,Jeu d'action ; jeu d'aventure
Action,THQ,0.88,0.54,0.02,0.25,1.68,Volition Inc.,Saints Row 2,Saints Row 2,PS3,2008,Mature 17+,16630454,Jeu d'action ; jeu d'aventure
Action,THQ,1.17,0.77,0.02,0.22,2.18,Volition Inc.,Saints Row,Saints Row,XBox360,2006,Mature 17+,16630451,Jeu d'action ; jeu d'aventure
Action,THQ,1.25,1.14,0.07,0.3,2.76,Volition Inc.,Saints Row: The Third,Saints Row: The Third,XBox360,2011,Mature 17+,16574713,Jeu d'action ; jeu d'aventure
Action,THQ,1.94,0.79,0.02,0.28,3.03,Volition Inc.,Saints Row 2,Saints Row 2,XBox360,2008,Mature 17+,16630454,Jeu d'action ; jeu d'aventure
Action,Take-Two Interactive,0.08,0.02,0.0,0.01,0.11,War Drum Studios,Grand Theft Auto: San Andreas,Grand Theft Auto: San Andreas,XBox360,2004,Mature 17+,16599942,Jeu d'action ; jeu d'aventure
Action,Take-Two Interactive,0.26,0.2,0.0,0.07,0.53,Rockstar Toronto,Oni,Oni,PS2,2001,Teen,17090150,Jeu d'action
Action,Take-Two Interactive,0.34,0.01,0.0,0.06,0.41,Visual Concepts,NBA 2K11,NBA 2K11,PS2,2010,Everyone,16700054,Jeu de simulation sportive
Action,Take-Two Interactive,0.46,0.01,0.0,0.03,0.49,Visual Concepts,NBA 2K11,NBA 2K11,Wii,2010,Everyone,16700054,Jeu de simulation sportive
Action,Take-Two Interactive,0.5,0.69,0.04,0.26,1.49,2K Czech,Mafia II,Mafia II,PS3,2010,Mature 17+,17107043,Jeu d'action ; jeu d'aventure
Action,Take-Two Interactive,0.78,0.03,0.03,0.13,0.97,Rockstar Leeds,Grand Theft Auto: Vice City Stories,Grand Theft Auto: Vice City Stories,PS2,2006,Mature 17+,16600150,Jeu d'action ; jeu d'aventure
Action,Take-Two Interactive,0.85,0.55,0.0,0.15,1.55,2K Czech,Mafia II,Mafia II,XBox360,2010,Mature 17+,17107043,Jeu d'action ; jeu d'aventure
Action,Take-Two Interactive,1.26,0.61,0.0,0.09,1.95,Rockstar North,Grand Theft Auto: San Andreas,Grand Theft Auto: San Andreas,XBox,2004,Mature 17+,16599942,Jeu d'action ; jeu d'aventure
Action,Take-Two Interactive,1.41,0.2,0.03,0.16,1.8,Visual Concepts,NBA 2K11,NBA 2K11,PS3,2010,Everyone,16700054,Jeu de simulation sportive
Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,Rockstar Leeds,Grand Theft Auto: Liberty City Stories,Grand Theft Auto: Liberty City Stories,PS2,2005,Mature 17+,16600123,Jeu d'action ; jeu d'aventure
Action,Take-Two Interactive,1.84,0.12,0.01,0.13,2.09,Visual Concepts,NBA 2K11,NBA 2K11,XBox360,2010,Everyone,16700054,Jeu de simulation sportive
Action,Take-Two Interactive,2.79,2.53,0.17,0.99,6.49,Rockstar San Diego,Red Dead Redemption,Red Dead Redemption,PS3,2010,Mature 17+,16563337,"A pour extension : ""Red dead redemption. Undead nightmare"""
Action,Take-Two Interactive,2.79,2.53,0.17,0.99,6.49,Rockstar San Diego,Red Dead Redemption,Red Dead Redemption,PS3,2010,Mature 17+,16563337,Jeu d'action ; jeu d'aventure
Action,Take-Two Interactive,3.7,1.95,0.09,0.58,6.32,Rockstar San Diego,Red Dead Redemption,Red Dead Redemption,XBox360,2010,Mature 17+,16563337,"A pour extension : ""Red dead redemption. Undead nightmare"""
Action,Take-Two Interactive,3.7,1.95,0.09,0.58,6.32,Rockstar San Diego,Red Dead Redemption,Red Dead Redemption,XBox360,2010,Mature 17+,16563337,Jeu d'action ; jeu d'aventure
Action,Take-Two Interactive,4.76,3.69,0.44,1.61,10.5,Rockstar North,Grand Theft Auto IV,Grand Theft Auto IV,PS3,2008,Mature 17+,16600740,Jeu d'action ; jeu d'aventure
Action,Take-Two Interactive,6.76,3.07,0.14,1.03,11.01,Rockstar North,Grand Theft Auto IV,Grand Theft Auto IV,XBox360,2008,Mature 17+,16600740,Jeu d'action ; jeu d'aventure
Action,Take-Two Interactive,6.99,4.51,0.3,1.3,13.1,DMA Design,Grand Theft Auto III,Grand Theft Auto III,PS2,2001,Mature 17+,16599580,Jeu d'action ; jeu d'aventure
Action,Take-Two Interactive,7.02,9.09,0.98,3.96,21.04,Rockstar North,Grand Theft Auto V,Grand Theft Auto V,PS3,2013,Mature 17+,16778137,Jeu d'action ; jeu d'aventure
Action,Take-Two Interactive,8.41,5.49,0.47,1.78,16.15,Rockstar North,Grand Theft Auto: Vice City,Grand Theft Auto: Vice City,PS2,2002,Mature 17+,16599718,Jeu d'action ; jeu d'aventure
Action,Take-Two Interactive,9.43,0.4,0.41,10.57,20.81,Rockstar North,Grand Theft Auto: San Andreas,Grand Theft Auto: San Andreas,PS2,2004,Mature 17+,16599942,Jeu d'action ; jeu d'aventure
Action,Take-Two Interactive,9.66,5.14,0.06,1.41,16.27,Rockstar North,Grand Theft Auto V,Grand Theft Auto V,XBox360,2013,Mature 17+,16778137,Jeu d'action ; jeu d'aventure
Action,Tecmo Koei,0.16,0.05,0.03,0.02,0.25,Team Ninja,Ninja Gaiden 3,Ninja Gaiden 3,XBox360,2012,Mature 17+,16915895,"Jeu d'action; jeu d'aventure. - Une version améliorée avec les contenus téléchargeables de ""Ninja gaiden 3"" est sortie sur Wii U en novembre 2013 sous le titre ""Ninja gaiden 3, razor's edge"""
Action,Tecmo Koei,0.19,0.09,0.11,0.05,0.43,Team Ninja,Ninja Gaiden 3,Ninja Gaiden 3,PS3,2012,Mature 17+,16915895,"Jeu d'action; jeu d'aventure. - Une version améliorée avec les contenus téléchargeables de ""Ninja gaiden 3"" est sortie sur Wii U en novembre 2013 sous le titre ""Ninja gaiden 3, razor's edge"""
Action,Tecmo Koei,0.65,0.22,0.05,0.1,1.01,"Team Ninja, Tecmo",Ninja Gaiden II,Ninja Gaiden II,XBox360,2008,Mature 17+,16737020,Co-édité par Temco et Microsoft corporation
Action,Tecmo Koei,0.65,0.22,0.05,0.1,1.01,"Team Ninja, Tecmo",Ninja Gaiden II,Ninja Gaiden II,XBox360,2008,Mature 17+,16737020,Jeu d'action
